"Country or Area","Year","Value","Value Footnotes"
"Barbados","1995","1.49013303158235",""
"Barbados","1994","3.9748162492107",""
"Barbados","1993","0.988418781623352",""
"Barbados","1992","-4.97879539486974",""
"Barbados","1991","-2.91205324719512",""
"Barbados","1990","-4.8067918611163",""
"Barbados","1989","5.0392156862745",""
"Barbados","1988","6.25",""
"Barbados","1987","1.02072689396688",""
"Barbados","1986","9.4311414094887",""
"Barbados","1985","0.509259259259267",""
"Barbados","1984","3.36164217302004",""
"Barbados","1983","0.179773729626078",""
"Barbados","1982","-5.00910746812386",""
"Barbados","1981","-3.206614983348",""
"Barbados","1980","4.73168672984879",""
"Barbados","1979","7.66649701789264",""
"Barbados","1978","6.13213319764174",""
"Barbados","1977","4.37715972480264",""
"Barbados","1976","-0.0825283968629975",""
"Barbados","1975","4.00514929457192",""
"Barbados","1974","-4.65084124386253",""
"Barbados","1973","1.34070042446109",""
"Barbados","1972","1.27380067189249",""
"Barbados","1971","3.91272243606238",""
"Barbados","1970","9.50940299458426",""
"Barbados","1969","7.51840479433301",""
"Barbados","1968","6.92182131752112",""
"Barbados","1967","10.6361361426256",""
"Barbados","1966","4.00337126000842",""
"Barbados","1965","11.4348434975811",""
"Barbados","1964","5.00487574733846",""
"Barbados","1963","-5.07842107458586",""
"Barbados","1962","9.06075859876711",""
"Barbados","1961","7.69652979830472",""
"Belarus","2013","0.894547993153893",""
"Belarus","2012","1.7313912233863",""
"Belarus","2011","5.54371146099551",""
"Belarus","2010","7.74078121556397",""
"Belarus","2009","0.200000000044028",""
"Belarus","2008","10.2000000000983",""
"Belarus","2007","8.60000000013865",""
"Belarus","2006","10",""
"Belarus","2005","9.40000000000001",""
"Belarus","2004","11.4497429270061",""
"Belarus","2003","7.04319267515923",""
"Belarus","2002","5.04526731762394",""
"Belarus","2001","4.72530600626246",""
"Belarus","2000","5.80000000000005",""
"Belarus","1999","3.39999999999993",""
"Belarus","1998","8.40000000000001",""
"Belarus","1997","11.3999999999999",""
"Belarus","1996","2.80000000000014",""
"Belarus","1995","-10.4",""
"Belarus","1994","-11.7",""
"Belarus","1993","-7.60000000000005",""
"Belarus","1992","-9.60000000000034",""
"Belarus","1991","-1.19999999999921",""
"Belgium","2013","0.274845628241096",""
"Belgium","2012","0.0945892922423468",""
"Belgium","2011","1.63826607742912",""
"Belgium","2010","2.50108037001482",""
"Belgium","2009","-2.61859430698294",""
"Belgium","2008","0.953305110670286",""
"Belgium","2007","3.00033313968164",""
"Belgium","2006","2.63034348041558",""
"Belgium","2005","1.89394768030024",""
"Belgium","2004","3.4344851941688",""
"Belgium","2003","0.889901651873018",""
"Belgium","2002","1.55952066173897",""
"Belgium","2001","0.924271089905233",""
"Belgium","2000","3.55038272055511",""
"Belgium","1999","3.71616842931594",""
"Belgium","1998","2.0060361397538",""
"Belgium","1997","3.74332068927789",""
"Belgium","1996","1.55129201978453",""
"Belgium","1995","2.38475722116843",""
"Belgium","1994","3.22697148945656",""
"Belgium","1993","-0.961873091890837",""
"Belgium","1992","1.53065478414456",""
"Belgium","1991","1.83307429481971",""
"Belgium","1990","3.13740244848798",""
"Belgium","1989","3.46916685636742",""
"Belgium","1988","4.72320886484977",""
"Belgium","1987","2.30665945489616",""
"Belgium","1986","1.82276213341441",""
"Belgium","1985","1.65179282143704",""
"Belgium","1984","2.4663826609701",""
"Belgium","1983","0.31184273708098",""
"Belgium","1982","0.594986962080796",""
